Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Capitulos
The Good Doctor;2017 - 2024;Un cirujano joven y autista que padece el síndrome del sabio empieza a trabajar en un hospital prestigioso. Allá tendrá que vencer el escepticismo con el que sus colegas lo reciben.;https://image.tmdb.org/t/p/original/hnrzBrLKekwmSNPL4cJXzhdCX0k.jpg;Drama;8.459;7;126
The Good Ship Murder;2023 - 2026;El ex detective Jack Grayling, que ahora persigue su sueño de convertirse en cantante de cabaret en un lujoso crucero por el Mediterráneo, investiga una serie de asesinatos a bordo con la ayuda de la primera oficial del barco, Kate Woods.;https://image.tmdb.org/t/p/original/4AjntsRc9qJcdK8jt7OCkr8fL0w.jpg;Misterio, Drama, Crimen;5.9;3;23
The Great North;2021 - 2025;Sigue las aventuras de la familia Tobin en Alaska mientras el padre soltero Beef hace todo lo posible para mantener cerca a su extraño grupo de niños, especialmente cuando los sueños artísticos de su única hija Judy la alejan del barco de pesca familiar y la llevan al glamoroso mundo del centro comercial local.;https://image.tmdb.org/t/p/original/7Ww56dPIuXn4NZGrJJPdoafLHGu.jpg;Animación, Comedia;6.9;5;97
El cuento de la criada;2017 - 2025;Para enfrentarse a una tasa de natalidad en declive, un régimen fundamentalista ha empezado a tratar a las mujeres como propiedades. Como una de las pocas mujeres fértiles que quedan, Defred es una criada, una más de la casta de mujeres forzadas a una servidumbre sexual para intentar repoblar el mundo.;https://image.tmdb.org/t/p/original/kAHyUzUkFv8xgJARoWEdiz9LgeY.jpg;Drama, Sci-Fi & Fantasy, Action & Adventure;8.144;6;66
La maldición de Bly Manor;2020 - 2020;Morir no equivale a desaparecer. En este gótico romance del creador de ‘La maldición de Hill House’, una ‘au pair’ se adentra en un abismo de escalofriantes secretos.;https://image.tmdb.org/t/p/original/deEQpv3rXUDUrDjw1pQ5vWU8Eri.jpg;Misterio, Drama;7.564;1;9
La maldición de Hill House;2018 - 2018;Sirviéndose de flashbacks, una familia rota se enfrenta a los perturbadores recuerdos de su viejo hogar y de los terroríficos eventos que hicieron que lo abandonaran.;https://image.tmdb.org/t/p/original/y4D0MkSEYeEgAIqQK9GjQtiUZXH.jpg;Misterio, Drama;8.099;1;10
Las del hockey;2019 - 2020;Siete jóvenes jugadoras de hockey y su nueva entrenadora lucharán por salvar la sección femenina de su club, al tiempo que intentarán encontrar su lugar, tanto dentro como fuera del equipo.;https://image.tmdb.org/t/p/original/hJ9eIhkYXTK4jwWKugwBrGuOGRB.jpg;Drama;6.6;2;26
Key the Metal Idol;1994 - 1997;"Tokiko Mima, apodada ""Key"", es una niña de 17 años que vive en el campo japonés y que, a pesar de su apariencia humana, es un robot. Cuando el abuelo de Key, el Dr. Murao Mima fallece, él le deja un mensaje agonizante y le dice que puede convertirse en una chica de verdad si puede hacer treinta mil amigos. Por lo tanto, Key se muda del tranquilo valle de Mamio a las concurridas calles de Tokio, donde pronto se encuentra con su amiga de la infancia Sakura Kuriyagawa. Key rápidamente se enamora del ídolo cantante Miho Utsuse y se pregunta si convertirse en cantante le permitirá hacer la cantidad de amigos que necesita para convertirse en humano. Pero Miho tiene un secreto siniestro: está conectada con Jinsaku Ajou, una antigua rival del Dr. Mima que intenta hacer un nuevo avance en el armamento robótico. Mientras Key trabaja para convertirse en una chica real, Ajou pone en acción un plan peligroso, y resulta que Key tiene mucho más de lo que parece.";https://image.tmdb.org/t/p/original/jKNNZzCHTwqTumsDZoW4uTABYEl.jpg;Drama, Sci-Fi & Fantasy, Animación, Action & Adventure;5.5;1;15
Los imperfectos;2022 - 2022;Después de que una terapia génica experimental los convierta en monstruos, tres veinteañeros se unen para cazar al científico responsable y obligarlo a convertirlos en humanos nuevamente.;https://image.tmdb.org/t/p/original/AeoZt3U2WTKctaJmpa1NEX16B4D.jpg;Action & Adventure, Drama, Sci-Fi & Fantasy;6.921;1;10
The Kill Point;2007 - 2007;Serie de TV (2007). 8 episodios. Un grupo de veteranos de guerra de Iraq decide robar un banco, pero las cosas no salen tal cual lo planeado y no les queda otra alternativa que atrincherarse con rehenes. Estos hombres, entrenados para llevar a cabo operaciones militares de alto riesgo, están dispuestos a todo con tal de no ser encarcelados, y seguirán a su líder -el sargento Wolf (John Leguizamo)- hasta las últimas consecuencias. Del otro lado está Horst Cali (Donnie Wahlberg), un experto y hábil negociador de rehenes de la policía de Pittsburgh, cuya función es la de liberar a las víctimas atrapadas en semejante situación.;https://image.tmdb.org/t/p/original/lpCdvgqiH5ec4tDYgirDm2HCzm5.jpg;Drama, Crimen;6.523;1;8
The Last Kingdom;2015 - 2022;La serie está ambientada en el siglo IX donde lo que hoy se conoce como Inglaterra eran varios reinos independientes. Las tierras anglosajonas son atacadas y en muchos casos gobernadas por fuerzas vikingas. El reino de Wessex se ha dejado solo bajo el mando del Rey Alfred el Grande. Uhtred, hijo huérfano de un noble sajón, es secuestrado por los normandos y criado como uno de ellos. Así, es obligado a elegir entre un reino que comparte sus ancestros y la gente a la que es leal.;https://image.tmdb.org/t/p/original/pnM3U7NMJeFNpzhpYP10zBdIuPM.jpg;Action & Adventure, Drama, War & Politics;8.255;5;46
The Last of Us;2023 - 2025;Año 2023, veinte años después del comienzo de una plaga mundial que infectó a población con un hongo mutado transformando a las personas en unas criaturas caníbales, el contrabandista Joel tiene la misión de escoltar a la adolescente Ellie por un mundo postapocalíptico en el nada va a ser fácil para los viajeros.  Joel todavía vive atormentado por el recuerdo de su única hija. Ellie es portadora de algo que podría cambiar el destino de la humanidad ¿Conseguirán sobrevivir los dos?;https://image.tmdb.org/t/p/original/tNQWO6cNzQYCyvw36mUcAQQyf5F.jpg;Drama;8.428;2;16
The Last Ship;2014 - 2018;La tripulación de un destructor naval se ve obligada a enfrentarse a la realidad de una nueva existencia cuando una pandemia mata a la mayor parte de la población de la tierra.;https://image.tmdb.org/t/p/original/xH529hDtPxhslAEeCrN7gD64ZMX.jpg;Action & Adventure, Drama, Sci-Fi & Fantasy;6.852;5;56
La ley de Lidia Poët;2023 - 2026;Una joven que aspira a ejercer la abogacía investiga, junto con su hermano letrado y su cuñado periodista, unos asesinatos en la Italia del siglo XIX.;https://image.tmdb.org/t/p/original/mBOceHUiX96diJXYQ1Mt6RlryJr.jpg;Drama, Crimen, War & Politics;7.429;3;18
The Lazarus Project;2022 - 2024;Cuando George se despierta un día y se encuentra reviviendo un día de hace meses, piensa que ha perdido la cabeza. Todos sus hitos recientes se han deshecho, incluido su éxito en el trabajo y su matrimonio con el amor de su vida. Lo peor de todo es que parece ser el único que se ha dado cuenta de lo que ha pasado. Es decir, hasta que conoce a Archie, quien recluta a George para el Proyecto Lazarus, una organización secreta que ha aprovechado la capacidad de retroceder en el tiempo cada vez que el mundo está en peligro de extinción. Al igual que George, quienes trabajan en Lazarus son las pocas personas en la tierra con la capacidad de recordar los eventos que se deshacen cuando el tiempo retrocede.;https://image.tmdb.org/t/p/original/xw7GkWtmPQDU8qzfKshFEN038sj.jpg;Sci-Fi & Fantasy, Drama, Action & Adventure;7.161;2;16
The Leftovers;2014 - 2017;Cuando el 2% de la población mundial desaparece de forma literal y abrupta, sin explicación alguna, quedando sólo sus ropas en el sitio en el que sus cuerpos de evaporaron, el resto de la población de la Tierra comienza a intentar comprender lo que ha pasado, y sobre todo lo que se supone que deben hacer al respecto. Uno de estas personas es el jefe de la policía de un pequeño suburbio de Nueva York, padre de dos hijos, que trata de mantener cierta apariencia de normalidad.;https://image.tmdb.org/t/p/original/NKJdryIFHr245Umq6gXsf7oULW.jpg;Sci-Fi & Fantasy, Drama;7.662;3;28
El señor de los anillos: Los anillos de poder;2022 - 2024;Un reparto coral de personajes —unos conocidos y otros nuevos— debe afrontar la reaparición del mal en la Tierra Media. Desde las profundidades más oscuras de las Montañas Nubladas hasta los majestuosos bosques de Lindon, desde el reino insular de Númenor hasta los extremos más remotos del mapa, estos parajes y personajes forjarán los legados que perdurarán más allá de su desaparición.;https://image.tmdb.org/t/p/original/suvlZfDAoq5vfVUrfb468KJhFlL.jpg;Action & Adventure, Sci-Fi & Fantasy, Drama;7.239;3;17
The Magicians;2015 - 2020;La serie gira en torno a un grupo de veinteañeros que viven en Nueva York y, mientras estudian lo que es la magia, descubren que la fantasía que leen los niños es demasiado real y representa un grave peligro para la humanidad.;https://image.tmdb.org/t/p/original/A66dZN98BPEYeFQAhNdNCIXa57d.jpg;Drama, Sci-Fi & Fantasy;7.599;5;65
El hombre en el castillo;2015 - 2019;"Adaptación de la novela homónima de Philip K. Dick ""El hombre en el castillo"". Las fuerzas del Eje (Alemania y Japón) ganaron la II Guerra Mundial y ahora Estados Unidos está dividida en tres partes. Joe Blake, un luchador de la resistencia, parte de la Nueva York alemana con un misterioso cargamento hacia la zona neutral de Colorado. Por su parte, en la San Francisco japonesa, Juliana Crane recibe de manos de su hermana unas filmaciones que muestran una realidad alternativa en la que los aliados ganan la guerra.";https://image.tmdb.org/t/p/original/4IljeGfUK3QpYxDUJKyi7K411Ro.jpg;Sci-Fi & Fantasy, Drama;7.524;4;40
El mentalista;2008 - 2015;"El mentalista es una serie policiaca americana sobre Patrick Jane, ex médium, que trabaja de asesor para la Oficina de Investigación de California (California Bureau of Investigation), usando su altamente desarrollada capacidad de observación, que anteriormente usaba para ""leer"" mentes.";https://image.tmdb.org/t/p/original/snKUzvCl3kGv0RWBjEjnOXMGvdl.jpg;Crimen, Drama, Misterio;8.353;7;151
El club de la medianoche;2022 - 2022;En un hogar para jóvenes enfermos terminales, los miembros de un club exclusivo hacen un pacto: el primero en morir debe enviar una señal desde el más allá.;https://image.tmdb.org/t/p/original/4pENr7P1Jhplgab4DDt68zveMjr.jpg;Misterio, Drama;6.699;1;10
La casa de las miniaturas;2017 - 2017;Amsterdam, siglo XVII. La joven Nella, huérfana de padre y acuciada por las deudas, acepta contraer matrimonio con Johannes Brandt, un reputado comerciante, y mudarse a la mansión familiar de este. El marido suple su falta de afecto con un misterioso regalo: una casa de miniatura que poco a poco desvelará secretos ocultos de su familia, y que enseñará a Nella que nada es lo que parece en la residencia de los Brandt.;https://image.tmdb.org/t/p/original/qMR2zNjpcdxNtSQjaVL7tC8rSEN.jpg;Misterio, Drama;7.134;1;2
La niebla;2017 - 2017;Una aterradora tormenta electrica arrasa un pequeño pueblo que, al día siguente, despierta con total normalidad hasta que una densa y extraña niebla comienza a entenderse por la localidad. Este fenómeno antinatural deja a sus habitantes prácticamente aislados al reducir la visibilidad drásticamente, pero lo peor es que parece que hay algo más: comienzan a entreverse numerosas criaturas que no dudan en atacar a cualquier persona que se atreva a moverse a través de la niebla, The Mist es una miniserie de misterio e intriga con toques de terror basada en la novela del mismo nombre escrita por el autor Stephen King, que fue publicada en 1983. La miniserie cuenta con 10 episodios que detallan los eventos que suceden en el pueblo como producto de la aparición de esta aparentemente inofensiva niebla que va causando caos a medida que se expande. Este thriller de misterio está escrito y producido por Christian Torpe, creador del exitoso drama danés Rita.;https://image.tmdb.org/t/p/original/qEulOsZ144SpQmwOKCzRKCkJPEJ.jpg;Sci-Fi & Fantasy, Misterio, Drama;6.179;1;10
The Morning Show;2019 - 2025;Una mirada al interior de la vida de las personas que ayudan a Estados Unidos a despertarse cada mañana, explorando los desafíos únicos que enfrentan los hombres y mujeres que llevan a cabo este ritual televisado diario.;https://image.tmdb.org/t/p/original/y9x2R87yt2U616736NJrP0d56dt.jpg;Drama;7.739;4;40
La misteriosa Sociedad Benedict;2021 - 2022;Después de ganar un concurso para obtener becas, el peculiar Sr. Benedict recluta a cuatro huérfanos dotados de poderes para una peligrosa misión cuyo objetivo es salvar al mundo de una crisis global conocida como «La Emergencia». Reynie, Sticky, Kate y Constance deben infiltrarse en el misterioso Instituto L.I.V.E. para descubrir qué se esconde detrás de esa crisis. Todo indica que el director, el sofisticado Dr. Curtain, está detrás de ese estallido de pánico en todo el mundo, así que los niños de La Misteriosa Sociedad Benedict deberán idear un plan para derrotarlo.;https://image.tmdb.org/t/p/original/1xbl182ZvAzPTHGt4gFXUVynfxP.jpg;Familia, Action & Adventure, Drama;7.585;2;16
New Look;2024 - 2024;Esta emocionante serie revela la impactante historia de cómo el icono de la moda Christian Dior y sus contemporáneos, como Coco Chanel, Pierre Balmain y Cristóbal Balenciaga, se enfrentaron a los horrores de la Segunda Guerra Mundial y crearon la moda moderna.;https://image.tmdb.org/t/p/original/lbzhVJE84wJXhe2kY42LIcOVC2j.jpg;Drama, War & Politics;7.5;1;10
The Newsroom;2012 - 2014;Muestra los entresijos de una importante televisión por cable, es decir, lo que no se ve en los informativos. Los protagonistas son un mordaz presentador (Jeff Daniels), la nueva productora ejecutiva (Emily Mortimer) y otros miembros del equipo.;https://image.tmdb.org/t/p/original/sV5aZ3WT01DDG7i1Hd9QzBZnAKn.jpg;Drama;8.1;3;25
El agente nocturno;2023 - 2026;Unidos por una llamada a medianoche, un agente del FBI y una experta en ciberseguridad deben desentrañar una intrincada red de conspiraciones políticas.;https://image.tmdb.org/t/p/original/uYNgC4Zd9NMcpMVug9NTgeIqfTy.jpg;Action & Adventure, Drama, Misterio;7.716;3;30
The Office;2005 - 2013;Steve Carell protagoniza The Office, un fresco y divertido vistazo, con formato pseudo-documental, al día a día en la vida de unos excéntricos trabajadores de la empresa Dunder Mifflin. El serio pero despistadísimo director Michael Scott se considera un magnífico jefe y mentor, pero realmente inspira más críticas que respeto a sus empleados.;https://image.tmdb.org/t/p/original/5uwetbr0X8BPRy3Wmh63S9EhsiY.jpg;Comedia;8.589;9;186
The Old Man;2022 - 2024;Un antiguo agente de la CIA que vive al margen de la sociedad se encuentra a sí mismo huyendo de gente que quiere matarlo.;https://image.tmdb.org/t/p/original/vZGcEowfCtwC2qbcW1Geb4Sh9yR.jpg;Action & Adventure, Drama;7.22;2;15
La orden;2019 - 2020;Un joven estudiante que desea vengar la muerte de su madre realiza un pacto con una orden secreta y se ve involucrado en una lucha entre hombres lobo y magos que hacen uso de la magia negra.;https://image.tmdb.org/t/p/original/yMPjmuSd5Fac8YMNOwofGALQWjR.jpg;Drama, Misterio, Sci-Fi & Fantasy;7.61;2;20
Los originales;2013 - 2018;Spin off de 'Crónicas vampíricas'. Se concentrará sobre Klaus y los originales de 'Crónicas vampíricas' (después o antes de Elijah). Le veremos regresar al Nuevo Orleans y se reencontrará allí a su diabólico y antiguo protegido Marcel. Phoebe Tonkin, que da vida a la mujer lobo Hayley en la temporada 4 de 'Crónicas vampíricas', también estará presente en el reparto de este potencial spin off que será escrito por Julie Plec, cocreadora de 'Crónicas vampíricas'. La trama contará con Camille, una estudiante de psicología que despertará el interés de Klaus. A pesar de ser humana, el personaje tendrá su lado sombrío y quedará intrigada con el híbrido.;https://image.tmdb.org/t/p/original/ztefVQYH97CcZ2WHYq1u7f2m6bR.jpg;Sci-Fi & Fantasy, Drama, Misterio;8.584;5;92
The Pacific;2010 - 2010;"Sucesora de ""Hermanos de Sangre"", también producida por Steven Spielberg y Tom Hanks, y creada por Dreamworks y HBO, es la serie más cara de todos los tiempos. Se basa sobre todo en las memorias de dos soldados norteamericanos, ""With the Old Breed"" de Eugene Sledge y ""Helmet for My Pillow"" de Robert Leckie, que narran sus experiencias en la lucha contra los japoneses durante la Segunda Guerra Mundial (1939-1945).";https://image.tmdb.org/t/p/original/x9Y1IMFdY8Ma222KcQadFEau0EB.jpg;Drama, Action & Adventure, War & Politics;7.79;1;10
Empresses in the Palace;2011 - 2012;La leyenda de Zhen Huan, también conocida como Hou Gong Zhen Huan Zhuan, es una mini serie de televisión China basada en la novela del mismo nombre. Fue estrenada en  China el 17 Noviembre de 2011.  Se anunció en 2013 que seria emitida en EEUU en un formato de 6 películas para televisión.;https://image.tmdb.org/t/p/original/iOMoMkDAAS2lJ1p5yCnKhrToWqc.jpg;Drama;8.58;1;76
The Paper;2025 - 2025;El equipo documental que inmortalizó la sucursal de Dunder Mifflin en Scranton está buscando un nuevo tema cuando descubre un periódico histórico de Toledo, The Truth Teller, y al entusiasta editor que intenta revivirlo.;https://image.tmdb.org/t/p/original/54BtnZ4PUc3JPZZmTbULQze11jg.jpg;Comedia;7.127;1;10
El Pingüino;2024 - 2024;"Sigue la lucha de Oswald “Oz” Cobb por hacerse con el control de Gotham. Con la ciudad destrozada después del colapso de los diques, Oz busca llenar el vacío de poder que dejó la muerte de Carmine Falcone y darle a su madre Francis la vida que siempre le prometió. Pero antes Oz tendrá que enfrentarse a sus enemigos, incluidos los hijos de Falcone: Sofia y Alberto; la familia Maroni, dirigida por su patriarca encarcelado, Salvatore Maroni; y la propia reputación desmoralizadora de Oz como El Pingüino.";https://image.tmdb.org/t/p/original/mW2qLgX1Z336obi5rWKQFaKw98n.jpg;Drama, Crimen;8.358;1;8
The Peripheral;2022 - 2022;Atrapada en un pequeño pueblo de los Apalaches, jugar videojuegos es la única manera que una joven tiene para escapar de la rutina. Es tan buena jugadora, que una empresa le envía un nuevo sistema de videojuegos para que lo pruebe, pero tiene una sorpresa. Desbloquea sus sueños de encontrar un propósito, romance y glamour en lo que parece un juego, poniéndola a ella y su familia en peligro.;https://image.tmdb.org/t/p/original/aCObyETnCoLrPQasvypmER1r2xE.jpg;Sci-Fi & Fantasy, Drama;7.662;1;8
The Pitt;2025 - 2026;The Pitt ofrece una visión realista de los retos a los que se enfrenta el personal sanitario en los Estados Unidos de hoy, visto a través de la lente de los héroes de primera línea que trabajan en un hospital de la actualidad en Pittsburgh, Pensilvania.;https://image.tmdb.org/t/p/original/kvFSpESyBZMjaeOJDx7RS3P1jey.jpg;Drama;8.743;3;30
La playlist;2022 - 2022;Narra cómo el empresario tecnológico sueco Daniel Eky el socio comercial Martin Lorentzon revolucionaron la industria de la música a través de la transmisión de música gratuita y legal cuando lanzaron Spotify.;https://image.tmdb.org/t/p/original/v8rf4PXpRh9lTRUCIwSsOvamkjz.jpg;Drama;7.2;1;6
Gambito de dama;2020 - 2020;Kentucky, años 50. En el orfanato, una chica descubre que posee un talento extraordinario para el ajedrez mientras intenta superar una adicción.;https://image.tmdb.org/t/p/original/3Skm8boxLsoQZK9xq2chf0rQHfF.jpg;Drama;8.436;1;7
El nuevo empleado;2022 - 2025;Un joven y temerario abogado es reclutado por la CIA al salir de la facultad de Derecho y se adentra sin preparación en el peligroso mundo del espionaje internacional.;https://image.tmdb.org/t/p/original/sgCe7wVP5AxU2aNofxLhRn1XfwD.jpg;Drama, Crimen, Action & Adventure;7.456;2;14
The Resident;2018 - 2023;"Un joven e idealista médico comienza su primer día ansioso por salvar vidas. Bajo la supervisión de un duro y brillante residente senior, pronto descubrirá que su profesión no es lo que él imaginaba y que las líneas éticas suelen ser borrosas. ""The Resident"" es un nuevo y provocativo drama médico que revela la verdad de lo que ocurre en los hospitales.";https://image.tmdb.org/t/p/original/2IkYQJlT26yXef2iot7dhRtavSC.jpg;Drama;8.4;6;107
La plataforma;2023 - 2025;Cuando la tripulación de la Kinloch Bravo se ve aislada y sin comunicación con la costa por una misteriosa niebla, tendrán que buscar la manera de volver a casa a pesar de los elementos en contra, la paranoia que les acecha, y las crecientes tensiones. Pero cuando la amenaza se revela como algo que va más allá de su imaginación, el equipo deberá formar una alianza para asegurar su supervivencia.;https://image.tmdb.org/t/p/original/2Ml3WkvdpsnORrNswdNP4LpSuPB.jpg;Drama, Misterio, Sci-Fi & Fantasy;6.694;2;12
La plataforma;2023 - 2025;Cuando la tripulación de la Kinloch Bravo se ve aislada y sin comunicación con la costa por una misteriosa niebla, tendrán que buscar la manera de volver a casa a pesar de los elementos en contra, la paranoia que les acecha, y las crecientes tensiones. Pero cuando la amenaza se revela como algo que va más allá de su imaginación, el equipo deberá formar una alianza para asegurar su supervivencia.;https://image.tmdb.org/t/p/original/2Ml3WkvdpsnORrNswdNP4LpSuPB.jpg;Drama, Misterio, Sci-Fi & Fantasy;6.694;2;12
The Rookie;2018 - 2026;Comenzar de nuevo no es fácil, especialmente para el chico de una ciudad pequeña John Nolan que, después de un incidente que cambia su vida, está persiguiendo su sueño de ser un oficial de policía de Los Ángeles. Como el novato más viejo de la fuerza, se ha encontrado con el escepticismo de algunos de los superiores que lo ven como una crisis ambulante.;https://image.tmdb.org/t/p/original/g39Rn6PcZjK2yLzz5Z5oBKSpsZR.jpg;Crimen, Drama, Comedia;8.546;9;144
Sandman;2022 - 2025;Después de pasar años encarcelado, Morfeo (el Rey de los Sueños) emprende un viaje por diferentes mundos para encontrar lo que le fue arrebatado y recuperar su poder.;https://image.tmdb.org/t/p/original/dnDGWdBwBC1zexCYcv8ihQKQPVT.jpg;Sci-Fi & Fantasy, Drama, Action & Adventure;7.873;2;23
La reina serpiente;2022 - 2024;"""The Serpent Queen"" cuenta la historia de Catalina de Médici que, contra todo pronóstico, se convirtió en una de las gobernantes más poderosas y longevas de la historia de Francia. La historia de Catalina se desarrolla a través de flashbacks mientras defiende sus acciones e imparte las lecciones que ha enseñado a su nueva sirvienta, Rahima.";https://image.tmdb.org/t/p/original/qrpIpzbwoAZJTegfKSTlmz15jbf.jpg;Drama;7.4;2;16
Las crónicas de Shannara;2016 - 2017;Todo comienza cuando Ellcrys, un místico árbol élfico enferma y su muerte está cada día más cerca. Este árbol ha sido la única pieza mágica que ha protegido siempre las Cuatro Tierras del mundo maquiavélico de los demonios. Amberle Elessedil es la única que puede salvarlo. Para ello, tendrá que desbloquear la magia de los elfos que lleva miles de años sin utilizarse. Con la ayuda de Wil Ohmsford, viajará por cada rincón para buscar la magia perdida y curar al árbol Ellcrys.;https://image.tmdb.org/t/p/original/yzoaoBSMww5D22Kfrd2LEJumIzl.jpg;Action & Adventure, Sci-Fi & Fantasy;6.947;2;20
Los Soprano;1999 - 2007;Los Soprano (The Sopranos) es una serie de televisión estadounidense creada y producida por David Chase. La serie se estrenó en Estados Unidos el 10 de enero de 1999 por el canal de televisión por cable HBO, que la emitió ininterrumpidamente hasta su desenlace, el 10 de junio de 2007. La trama de la serie gira en torno al mafioso de Nueva Jersey Tony Soprano (James Gandolfini) y las dificultades que enfrenta tanto en su hogar como en la organización criminal que dirige. A su vez, la serie también se centra en la historia de los personajes cercanos a Tony, especialmente su esposa Carmela (Edie Falco) y su sobrino y protegido Christopher Moltisanti (Michael Imperioli).;https://image.tmdb.org/t/p/original/p7XPjx5jTFl32TGbbIW8exdY8QW.jpg;Crimen, Drama;8.7;6;86
Las crónicas de Spiderwick;2024 - 2024;Sigue a la familia Grace, mientras se mudan a su hogar ancestral y desentrañan un oscuro misterio sobre su tatarabuelo que descubrió un mundo de hadas secreto y paralelo al suyo.;https://image.tmdb.org/t/p/original/ic5Hs6zYcM4YUuxyezFUAFQie39.jpg;Action & Adventure, Familia;6.9;1;8
No hables con extraños;2020 - 2020;En este thriller, la vida de Adam Price da un vuelco cuando una desconocida desvela algo impactante sobre su mujer y él se ve envuelto en una red de secretos.;https://image.tmdb.org/t/p/original/b1O043AQGMzkAWkZP9rSHN8DuSw.jpg;Misterio, Crimen;7.166;1;8
The Studio;2025 - 2025;Desesperados por gustar a las celebrities, el nuevo director de un estudio de cine y su equipo buscan el equilibro entre las exigencias corporativas y las aspiraciones creativas para poder seguir haciendo pelis atractivas.;https://image.tmdb.org/t/p/original/qPu7IVfA4RYyCzd6kq0lFgeNgck.jpg;Comedia, Drama;7.749;2;10
El verano en que me enamoré;2022 - 2025;Una serie basada en el superventas del New York Times. En verano, Belly y su familia van a la casa de la playa de los Fisher en Cousins. Todos los veranos son iguales... hasta que Belly cumple 16 años. Las relaciones se cuestionarán, se revelarán dolorosas verdades, y Belly cambiará para siempre. Es el verano del primer amor, del primer desamor y del crecimiento: es el verano en que se pone guapa.;https://image.tmdb.org/t/p/original/wDeFJIE5chr2P8iKW6HjyHKNm8x.jpg;Drama;8.1;3;26
El quinto día;2023 - 2023;La serie narra la lucha de la humanidad contra un organismo marino inteligente que se está rebelando para garantizar la supervivencia de su entorno. Cuando el tratamiento imprudente de los océanos amenaza su hábitat natural, este contraataca. En muy poco tiempo, el destino del planeta queda en manos de un pequeño grupo de científicos.;https://image.tmdb.org/t/p/original/mxErcVvQpnY4zvtlKAOF8tEQk8o.jpg;Drama, Sci-Fi & Fantasy, Misterio;6.427;1;8
El tatuador de Auschwitz;2024 - 2024;Inspirada en hechos reales, cuenta la insólita historia de amor de Lali y Gita Sokolov, dos judíos eslovacos que sobrevivieron al Holocausto. En 1942, Lali llega al campo de concentración y exterminio de Auschwitz-Birkenau, donde lo ponen a trabajar con los “tätowierer”, los encargados de tatuar a cada prisionero su número de identificación al llegar. Un día conoce a Gita, una joven de la que se queda prendado a primera vista cuando le toca tatuarle su número. Sesenta años después, un recién enviudado Lali conoce a una novelista llamada Heather Morris y decide que es momento de contarle al mundo la impresionante historia de su vida.;https://image.tmdb.org/t/p/original/dohnZtGyvd7bSYX9zncyzCYdC98.jpg;Drama, War & Politics;8.0;1;6
El tatuador de Auschwitz;2024 - 2024;Inspirada en hechos reales, cuenta la insólita historia de amor de Lali y Gita Sokolov, dos judíos eslovacos que sobrevivieron al Holocausto. En 1942, Lali llega al campo de concentración y exterminio de Auschwitz-Birkenau, donde lo ponen a trabajar con los “tätowierer”, los encargados de tatuar a cada prisionero su número de identificación al llegar. Un día conoce a Gita, una joven de la que se queda prendado a primera vista cuando le toca tatuarle su número. Sesenta años después, un recién enviudado Lali conoce a una novelista llamada Heather Morris y decide que es momento de contarle al mundo la impresionante historia de su vida.;https://image.tmdb.org/t/p/original/dohnZtGyvd7bSYX9zncyzCYdC98.jpg;Drama, War & Politics;8.0;1;6
LA LISTA FINAL;2022 - 2022;El comandante James Reece quiere venganza, mientras investiga las misteriosas fuerzas que hay tras la muerte de todo su pelotón. Ya lejos de la estructura jerárquica del ejército, Reece aplica las lecciones que aprendió durante casi dos décadas de guerra para cazar a los responsables.;https://image.tmdb.org/t/p/original/mrdpavkKMA5tySLaYk1UplTvQQp.jpg;Action & Adventure, Drama;8.0;2;16
La lista final: Lobo negro;2025 - 2025;Antes de La lista final, el SEAL Ben Edwards se ve involucrado en una operación secreta de la CIA. Cuanto Ben más se adentre en situaciones donde no todo es blanco o negro, más difícil le resultará domar sus impulsos más oscuros. Todos tenemos dos lobos en nuestro interior, uno blanco y otro negro, que luchan por el control. ¿A cuál de los dos lobos alimentará Ben Edwards?;https://image.tmdb.org/t/p/original/bhI1sO3zem6mt1YrxMGtbU5qbuX.jpg;Action & Adventure, Drama;7.5;1;7
The Terror;2018 - 2019;Esta propuesta es una antología compuesta por 2 miniseries unitarias e independientes, donde cada temporada explora una atrapante historia de suspense, supervivencia y terror psicológico.  Temporada 1: En 1847, una expedición de la Marina Real británica queda atrapada en el Ártico mientras busca el Paso del Noroeste, convirtiéndose en la presa de un misterioso y letal depredador.  Temporada 2:  Ambientada en la Segunda Guerra Mundial, sigue a un joven de una comunidad japonesa en EE. UU. que lucha por comprender y combatir a una entidad malévola que desata el terror a su alrededor.;https://image.tmdb.org/t/p/original/xIr57vgpISFUxUfKrX195u5e7A4.jpg;Misterio, Drama, Sci-Fi & Fantasy;7.4;2;20
The Three-Body Problem;2022 - 2023;Basado en las famosas novelas de ciencia ficción de Liu Cixin. Su argumento gira en torno al contacto del joven físico Ye Wenjie con la civilización trisolariana que vive en un sistema de tres soles y los siguientes enfrentamientos de siglos entre los terrícolas y los extraterrestres.;https://image.tmdb.org/t/p/original/pHimzLXxMSZjUvDxRA4fFjvvtxa.jpg;Misterio, War & Politics, Sci-Fi & Fantasy, Animación;3.5;1;15
