Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Puntuacion;Duracion_min;URL_Externa
Valley Girl [1983][1080p][4.03 Gb];La chica del valle;TMDB;1983;Julie Richman es una chica de campo, en concreto del valle californiano de San Fernando, que acude a la fiesta de su amiga Suzi para olvidar su reciente ruptura con su novio. En medio del gentío, destacan dos jóvenes punks procedentes de Hollywood. Uno de ellos, Randy, pronto se fijará en la dulce Julie. Aparentemente proceden de dos mundos diferentes y a ojos de sus amigos así es, pero pronto conectan a la perfección y encuentran el amor. Ahora Julie ha de decidir si hace caso de las opiniones de sus compañeros, que rechazan a Randy, o sigue el dictado de su corazón.;https://image.tmdb.org/t/p/original/lrVD0u477BZsg5Fp7gIFjZQBU24.jpg;Comedia, Romance;6.0;90;https://www.themoviedb.org/movie/19053
Vampire Academy [2014][720p][900 Mb];Vampire Academy;TMDB;2014;Como a la mayoría de las adolescentes, a Rose y a Lissa les gustan los chicos, van de compras al centro comercial y se sienten incomprendidas. Pero entre ellas y las demás hay una gran diferencia: son vampiresas. Lissa es una princesa que desciende de la dinastía Moroi, y Rose es la guardiana encargada de protegerla. Tras escapar de la Academia St. Vladimir, son obligadas a volver, y Rose queda bajo el estricto control de su estoico mentor, Dmitri, pero pronto se dará cuenta de que se siente atraída por él. Mientras tanto, Lissa se ve obligada a afrontar terribles peligros.;https://image.tmdb.org/t/p/original/tJWnz4L2kI5Z83QfCrdRn6sEjqD.jpg;Comedia, Acción, Fantasía;6.3;104;https://www.themoviedb.org/movie/203739
Vampires Kiss [1988][1080p][4.64 Gb];Besos de vampiro;TMDB;1989;Un agente literario de Nueva York, empieza a comportarse de forma muy extraña, a raíz de la visita de una misteriosa joven. Está obsesionado con la idea de que la joven es un vampiro y que ésta le ha mordido. A medida que las visitas se repiten, aumentan sus trastornos.;https://image.tmdb.org/t/p/original/6pkFxSUmNSuqQAbZ04zaVOZaHk5.jpg;Comedia, Terror, Crimen, Fantasía;5.9;103;https://www.themoviedb.org/movie/7091
Van Helsing [2004][1080p][3.67 Gb];Van Helsing;TMDB;2004;Siglo XIX. En medio de los montes de los Cárpatos está la misteriosa y mítica Transilvania, donde el mal siempre está presente, el peligro aparece cuando el sol se pone... y donde toman forma los monstruos que habitan las pesadillas de los hombres.;https://image.tmdb.org/t/p/original/fqorDWIwBBwMvLTZXxUWgrEyGWy.jpg;Terror, Aventura, Acción;6.415;131;https://www.themoviedb.org/movie/7131
Van Wilder Freshman Year [2009][720p][888 Mb];Van Wilder: Freshman Year;TMDB;2009;Van Wilder (Jonathan Bennett) está listo para las fiestas en la Universidad Coolidge, pero para su desgracia todas las mujeres han hecho un voto de castidad. Van comenzará un largo camino en esta hilarante comedia, para poder liberar a las mujeres del campus de la opresión sexual...;https://image.tmdb.org/t/p/original/d8DApsyYuY4hyjnteKcJzWm3rCZ.jpg;Comedia, Romance;5.417;100;https://www.themoviedb.org/movie/19824
Vanilla Sky [2001][1080p][3.03 Gb];Vanilla Sky;TMDB;2001;Re-boot. David Aames lo tiene todo: es apuesto, tiene dinero y una hermosa mujer a su lado. Pero justo cuando ha encontrado el verdadero amor en Sofía, sufre un accidente de automóvil que le deja la cara horriblemente desfigurada y lo pierde todo.;https://image.tmdb.org/t/p/original/cAh2pCiNPftsY3aSqJuIOde7uWr.jpg;Misterio, Romance, Ciencia ficción;6.82;136;https://www.themoviedb.org/movie/1903
Vatel [2000][720p][1.26 Gb];Vatel;TMDB;2000;François Vatel es el leal y devoto maestro de ceremonias del arruinado Príncipe de Condé. El aristócrata necesita recuperar el favor del rey Luis XIV (1643-1715) y espera que éste le otorgue el mando de las tropas en una nueva guerra contra Holanda. Por ello, cuando el rey, acompañado de la corte, decide visitar a Condé en su castillo de Chantilly, éste le encarga a Vatel que organice, sin escatimar en gastos, una espectacular recepción que durará tres días y tres noches.;https://image.tmdb.org/t/p/original/qxtzOlO5FqFgSOGnNr0kFzo2Ho7.jpg;Historia, Drama, Romance;6.128;125;https://www.themoviedb.org/movie/7093
Venganza Despiadada (Colombiana) [2011][1080p][7.2 Gb];Colombiana;TMDB;2011;Colombia, 1992. Cataleya, una niña de nueve años, tras presenciar el asesinato de sus padres, se entrena para convertirse en una asesina profesional. Después de escapar a duras penas de la masacre, se refugia en los Estados Unidos con Emilio, un tío suyo mafioso. Quince años después, ya trabaja para él como asesina a sueldo. Su tarjeta de visita -una orquídea dibujada en el pecho de sus víctimas- es un mensaje para los asesinos de sus padres, pues Cataleya está resuelta a vengarlos cueste lo que cueste, aunque para ello tenga que sacrificar todo lo que ama.;https://image.tmdb.org/t/p/original/zCA0ufLA1ELOONJTEfBFOYJBTvf.jpg;Acción, Suspense, Crimen, Drama;6.64;108;https://www.themoviedb.org/movie/62835
Vengeance - A Love Story [2017][720p][850 Mb];La hora de la venganza;TMDB;2017;Teena, una joven viuda es violada por cuatro asaltantes y la brutal agresión es presenciada por su hija pequeña de 12 años. Un detective, veterano de la guerra del Golfo, les ayudará a enfrentarse al juicio.;https://image.tmdb.org/t/p/original/xGLjrrYTsje656eXxkwtI5NPRFQ.jpg;Acción, Drama, Suspense;5.571;99;https://www.themoviedb.org/movie/397415
Vengeance [2020][1080p][3,77 Gb];Vengeance;TMDB;2018;Cuando el ex soldado convertido en mercenario, John Gold, se entera del asesinato de su mejor amigo, se embarca en una misión para averiguar qué sucedió. Lo que descubre es una siniestra conspiración y se propone derribar a los responsables uno por uno.;https://image.tmdb.org/t/p/original/cAlVMcDNhQ7MVkcaAmK0voZNmsm.jpg;Acción;5.194;95;https://www.themoviedb.org/movie/447957
Venom [2018][1080p][2.38 Gb];Venom;TMDB;2018;Eddie Brock es un consolidado periodista y astuto reportero que está investigando una empresa llamada Fundación Vida. Esta fundación, dirigida por el eminente científico Carlton Drake, está ejecutando secretamente experimentos ilegales en seres humanos y realizando pruebas que involucran formas de vida extraterrestres y amorfas conocidas como simbiontes. Durante una visita furtiva a la central, el periodista quedará infectado por un simbionte. Comenzará entonces a experimentar cambios en su cuerpo que no entiende, y escuchará una voz interior, la del simbionte Venom, que le dirá lo que tiene que hacer. Cuando Brock adquiera los poderes del simbionte que le usa como huésped, Venom tomará posesión de su cuerpo, convirtiéndole en un despiadado y peligroso súpervillano.;https://image.tmdb.org/t/p/original/jMBTJQiHAyGlZR05J2sq5coA6ew.jpg;Ciencia ficción, Acción;6.827;112;https://www.themoviedb.org/movie/335983
Venom 2 - Let There Be Carnage [2021][1080p][2.84 Gb];Venom: habrá matanza;TMDB;2021;Eddie Brock  y su simbionte Venom todavía están intentando descubrir cómo vivir juntos cuando un preso que está en el corredor de la muerte se infecta con un simbionte propio.;https://image.tmdb.org/t/p/original/b0j9rHYpRML7dKm5xw9e97HTDJF.jpg;Ciencia ficción, Acción, Aventura;6.747;97;https://www.themoviedb.org/movie/580489
Venom 3 - The Last Dance [2024][1080p][3.74 Gb];Venom: El último baile;TMDB;2024;Eddie y Venom están a la fuga. Perseguidos por sus sendos mundos y cada vez más cercados, el dúo se ve abocado a tomar una decisión devastadora que hará que caiga el telón sobre el último baile de Venom y Eddie.;https://image.tmdb.org/t/p/original/toZiAd0n0NKhiuHTiGk7kBMmhtG.jpg;Ciencia ficción, Acción, Aventura;6.669;109;https://www.themoviedb.org/movie/912649
Venus [2022][720p][416 Mb];Venus;TMDB;2022;Lucía, una bailarina de discoteca dada a la fuga, se refugia en un siniestro edificio de la periferia de Madrid donde su hermana Rocío vive con su hija Alba.;https://image.tmdb.org/t/p/original/yGpJbft7JQpQHHHasRr4wWdVcuJ.jpg;Drama, Terror, Suspense;6.2;101;https://www.themoviedb.org/movie/931954
Verónica [2017][1080p][3.5 Gb];Verónica;TMDB;2017;Está inspirada en el único caso en la historia que la policía española clasifica como sobrenatural y queda sin resolver hasta la fecha.  Durante un eclipse total de sol, Verónica y dos amigas deciden hacer una ouija para invocar el espíritu de su padre. Después de romperse la ouija, Verónica entra en una especie de trance y se desmaya ante el pavor de sus amigos. Una vez recuperada, empieza a percibir cosas extrañas en su hogar que le hacen pensar que trajo a su padre de vuelta al mundo de los vivos.;https://image.tmdb.org/t/p/original/oM2F7l8zNXV12Obe48IpQbH3crK.jpg;Terror;6.239;105;https://www.themoviedb.org/movie/441701
Vértigo [1958][1080p][3.985 Gb];Vértigo (De entre los muertos);TMDB;1958;Scottie Fergusson es un detective de la policía de San Francisco que padece de vértigo. Cuando un compañero cae al vacío desde una cornisa mientras persiguen a un delincuente, Scottie decide retirarse. Gavin Elster, un viejo amigo del colegio, lo contrata para que vigile a su esposa Madeleine, una bella mujer que está obsesionada con su pasado.;https://image.tmdb.org/t/p/original/r94qq1BK2VE3z9i5agO3llvvIp8.jpg;Misterio, Romance, Suspense;8.139;120;https://www.themoviedb.org/movie/426
Vesper [2022][1080p][1.23 Gb];Vesper;TMDB;2022;Ambientada en un futuro distópico después del colapso del ecosistema de la Tierra, Vesper, una niña de 13 años que lucha por sobrevivir con su padre paralizado, conoce a una misteriosa mujer con un secreto que obliga a Vesper a utilizar su ingenio, su fuerza y sus habilidades de bio-hackeo para luchar por la posibilidad de un futuro.;https://image.tmdb.org/t/p/original/bo4ZsMQNDZMKIGBVDS80thiGVO2.jpg;Ciencia ficción, Drama, Aventura, Fantasía;6.298;112;https://www.themoviedb.org/movie/976720
VHS 94 – VHS94 [2021][1080p][2.79 Gb];V/H/S/94;TMDB;2021;Una misteriosa cinta de VHS lleva a un policía S.W.A.T. equipo al descubrimiento de un culto siniestro cuya colección de material pregrabado revela una conspiración de pesadilla.;https://image.tmdb.org/t/p/original/9fSogEkqDfJQTuGHsTFloQz3Tw8.jpg;Terror, Suspense;6.126;104;https://www.themoviedb.org/movie/753453
Vicky Cristina Barcelona [2008][1080p][2.01 Gb];Vicky Cristina Barcelona;TMDB;2008;"Dos jóvenes norteamericanas, Vicky (Rebecca Hall) y Cristina (Scarlett Johansson) van a Barcelona a pasar unas vacaciones de verano. Vicky es sensible, racional y tiene intención de casarse; Cristina es emocional y busca aventuras emocionantes; no sabe lo que quiere, sólo sabe lo que no quiere. En Barcelona, ambas se ven envueltas en una relación poco convencional con Juan Antonio (Javier Bardem), un carismático pintor vinculado emocionalmente a su tempestuosa ex-mujer, María Elena (Penélope Cruz).";https://image.tmdb.org/t/p/original/ekAIg0GSbbHTH7y1GPgWj0brLTW.jpg;Drama, Romance;6.8;96;https://www.themoviedb.org/movie/5038
Victor Frankenstein [2015][1080p][3.83 Gb];Victor Frankenstein;TMDB;2015;La historia de Frankenstein contada desde la perspectiva de su asistente Igor, desde la juventud de ambos hasta que se convirtió en el hombre que todos conocemos.;https://image.tmdb.org/t/p/original/nLCKK7GcIkBQWEs3HqNQbByMIcO.jpg;Drama, Ciencia ficción, Suspense;5.951;110;https://www.themoviedb.org/movie/228066
Vikram Vedha [2022][1080p][1.30 Gb];विक्रम वेधा;TMDB;2022;;https://image.tmdb.org/t/p/original/8L4vvIQvO8viLw8wyi2slQmU2sW.jpg;Acción, Crimen, Suspense;6.685;160;https://www.themoviedb.org/movie/851783
Violent Night [2022][1080p][1.78 Gb];Noche de paz;TMDB;2022;Cuando un equipo de mercenarios irrumpe en Nochebuena dentro de un complejo familiar adinerado y toma como rehenes a todos los que están dentro, no estaban preparados para un defensor sorpresa: Santa Claus (David Harbour) está en el edificio y a punto de demostrar por qué este Santa Claus, no es ningún santo.;https://image.tmdb.org/t/p/original/piA9ny345UyIMGp0lKYtPJ3RKCa.jpg;Acción, Comedia, Fantasía, Suspense;7.222;101;https://www.themoviedb.org/movie/899112
Viridiana [1961][1080p][3 Gb];Viridiana;TMDB;1962;Don Jaime, un viejo hidalgo español, vive retirado y solitario en su hacienda desde la muerte de su esposa, ocurrida el mismo día de la boda. Un día recibe la visita de su sobrina Viridiana, novicia en un convento, que tiene un gran parecido con su mujer.;https://image.tmdb.org/t/p/original/dcXpg8ELDUZMb8MikPReiwH3lYY.jpg;Drama;7.662;90;https://www.themoviedb.org/movie/4497
Virtuosity [1995][1080p][3.8 Gb];Virtuosity;TMDB;1995;Un centro de tecnología ha desarrollado un simulador de realidad virtual que mide la capacidad de los agentes para enfrentarse a un asesino generado por ordenador, que tiene rasgos de 200 criminales reales. Pero éste consigue escaparse al mundo real. El encargado de atraparlo es un expolicía, cuya familia fue matada por un terrorista que forma parte de la personalidad del homicida.;https://image.tmdb.org/t/p/original/y1vwRbum0cEJXsYoZ69LSktEIVn.jpg;Acción, Crimen, Ciencia ficción, Suspense;5.517;106;https://www.themoviedb.org/movie/9271
Vjeran Tomic - L'homme-araignée de Paris [2023][720p][400 Mb];Vjeran Tomic: El hombre araña de Paris;TMDB;2023;En sus propias palabras, el ladrón que robó el Museo de Arte Moderno de París en 2010 revela cómo orquestó el mayor golpe en la historia de Francia.;https://image.tmdb.org/t/p/original/lxio0GiN7eE8UedxnYbhKV8O9C.jpg;Documental, Crimen;7.0;86;https://www.themoviedb.org/movie/1183166
Voces [2020][1080p][2.3 Gb];Voces;TMDB;2020;"Daniel (Rodolfo Sancho) y Sara (Belén Fabra) son un matrimonio con un hijo de 9 años, Eric (Lucas Blas), que acaban de trasladarse a un nuevo hogar. Sin embargo, no saben que esa propiedad es conocida en el vecindario como ""la casa de las voces"". Eric es el primero en percatarse de los extraños sonidos que se ocultan tras cada puerta y que intentan comunicarse con la familia. Pese a que al principio Daniel y Sara creen que se trata de un producto de la imaginación de su hijo, poco a poco comienzan a percibir también esos sucesos paranormales, convirtiéndolos en una realidad.  Este largometraje de terror, que trata el poder sugestivo de las psicofonías, está dirigida por Ángel Gómez.";https://image.tmdb.org/t/p/original/kB1jM3vsbkWBxLo4esCDvgrsZVj.jpg;Drama, Terror, Suspense;6.447;98;https://www.themoviedb.org/movie/726208
Votemos [2025][1080p][850 MB];Votemos;TMDB;2025;En un edificio del centro de Madrid, una comunidad de vecinos se reúne para votar el cambio de ascensor. Sin embargo, la noticia inesperada de que un nuevo inquilino con problemas de salud mental va a alquilar el piso de uno de los propietarios, cae como una bomba en la reunión, que toma un inesperado rumbo.;https://image.tmdb.org/t/p/original/rVYEP9R8fBe6sxrqc3gP1cAehYZ.jpg;Comedia, Drama;6.478;88;https://www.themoviedb.org/movie/1380651
Voy a Pasármelo Bien [2022][1080p][4.12 Gb];Voy a pasármelo bien;TMDB;2022;"David y Layla, dos adolescentes a los que les gusta mucho ""Hombres G"" y también se gustan, pero todo lo que él hace para conquistarla acaba mal. Treinta años después se reencuentran y se dan cuenta de que los sentimientos no han desaparecido.";https://image.tmdb.org/t/p/original/lcThPhR67aaPEu5s8EGrkcL0w3m.jpg;Música, Romance, Comedia;6.6;108;https://www.themoviedb.org/movie/888311
Wake of Death [2004][720p][865 Mb];Justa venganza;TMDB;2004;Ben Archer (Van Damme), un gánster de Los Ángeles cansado de su trabajo, decide empezar una nueva vida con su hijo (Pierre Marais) y su esposa Cynthia (Lisa King). Cynthia es una agente de inmigración que controla la llegada de los inmigrantes ilegales a los Estados Unidos. Cuando descubre en un barco a Kim (Valerie Tian), una niña china que ha huido de su país, se compadece de ella y la acoge en su casa. Pero la vida de Kim corre peligro, pues su padre, Sun (Simon Yam), el jefe de la Tríada (la mafia china) viaja a Los Ángeles para llevársela. Cuando la encuentra, asesina brutalmente a Cynthia. Ben decide entonces vengar la muerte de su mujer.;https://image.tmdb.org/t/p/original/tAvSRDccF89AzCAsYnLpTiPN2mB.jpg;Acción;6.04;91;https://www.themoviedb.org/movie/14172
